"","2.5%","25%","50%","75%","97.5%"
"E.loc[1]",0.164386444426841,0.287672955528112,0.359296611287506,0.440911049794804,0.626118502312056
"E.loc[2]",0.145489200225428,0.249178486929443,0.309158829724251,0.37464171155595,0.548790012333073
"Eh.loc[1]",4.90579198837874,5.98272030412453,6.66487763900226,7.43253995754864,9.29269565618302
"Eh.loc[2]",5.31348094535667,7.59110201681792,9.30627247518941,11.58613480054,17.9849773460337
"Tmax[1]",306.900414661861,307.572281339217,307.869605914521,308.103458550571,308.483557867785
"Tmax[2]",308.796045822191,309.35484447406,309.532126660017,309.667228428456,309.858347010494
"Topt[1]",303.43016627396,304.049535175128,304.363957072928,304.661516542644,305.266523289637
"Topt[2]",305.236632634598,306.096812661951,306.53663139244,306.980781778877,307.757422697851
"lnc.geno[1]",0.399320287319834,0.462897786575497,0.494510910534698,0.527267491934826,0.595828629090316
"lnc.geno[2]",0.70108301125391,0.764440322348997,0.799201785326297,0.836100272819732,0.911348162687625
"lnc.geno[3]",0.335021744157283,0.408356310003391,0.443530285982368,0.473089954941379,0.534253146310468
"lnc.geno[4]",0.69222753700634,0.749407277685158,0.783168505689557,0.817267537731634,0.882824338078099
"lnc.geno[5]",0.366718613236162,0.437137625921625,0.468458359685844,0.499527235169305,0.566509449135782
"lnc.geno[6]",0.492203145706976,0.575619368312685,0.612695071921976,0.648938576601048,0.720488114631221
"lnc.geno[7]",0.370598901623875,0.437368116803143,0.470246205453898,0.499714559580795,0.568725232469549
"lnc.geno[8]",0.588561052234886,0.657294908932124,0.690222130828803,0.720235650628996,0.779475794134192
"lnc.loc[1]",0.409218322902767,0.453306196497031,0.473488982019568,0.493359138081938,0.544583879149442
"lnc.loc[2]",0.646452926312414,0.695587338734936,0.716565570845916,0.737313995986633,0.782153644816725
"lnc.pred[1]",0.870582788264456,0.934185946260156,0.968226498912757,1.00349211411027,1.0721217560024
"lnc.pred[2]",1.40649703658978,1.47934701754832,1.51850343385354,1.55574311163453,1.62633963878302
"lnc.pred[3]",0.812325520440936,0.880414060817628,0.914277737516666,0.948432381692319,1.02069927770128
"lnc.pred[4]",1.38984599886655,1.46437049185376,1.50113877614974,1.5374072051817,1.6060324351398
"lnc.pred[5]",0.846234879302696,0.90813753163677,0.941691919213452,0.975923238456691,1.04325425492471
"lnc.pred[6]",1.20620170651533,1.28634343125863,1.3265586560522,1.36987395983468,1.45538645454917
"lnc.pred[7]",0.839480087065011,0.909607004840201,0.943344124482235,0.977082820997284,1.04579170772289
"lnc.pred[8]",1.29787207877368,1.36974529893652,1.40410810177495,1.43989578121102,1.50883275304944
"sigma[1]",0.0885912485018078,0.197294361995757,0.321516535620333,0.554053908069348,1.98777293426784
"sigma[2]",0.508637882061145,1.01429403333443,1.68113122110093,2.89890438562694,7.97671017160975
"sigma[3]",0.408375901707421,1.23092834072373,4.17021982186808,6.89130925987362,15.2734281815474
"sigma[4]",0.0592777835358236,0.147164640472109,0.23593377915257,0.374935256546673,0.945887599134074
"sigma.geno",0.0251956261790983,0.0652049004867199,0.0888788781258636,0.119672962872741,0.223163004178275
"sigma.obs",0.119135257975598,0.134542906333359,0.144080629990458,0.154696022590652,0.178163863117796
